Image_Number,Human1,Human2,Human3,Human4,Human5,Human6,Human7,Human8,Human9,Human10,Human11,Human12,Human13,Human14,Human15,Human16,Human17,Human18,Human19,Human20,Aura
15957,63.47,163.35,67.19,45.05,38.56,75.80,38.43,26.38,89.64,83.48,,,,,,,,,,,69.14
115296,515.15,79.04,,,,,,,,,,,,,,,,,,,297.09
262862,636.61,,,,,,,,,,,,,,,,,,,,636.61
403813,321.56,,,,,,,,,,,,,,,,,,,,321.56
372674,391.49,23.65,,,,,,,,,,,,,,,,,,,207.57
453219,193.26,58.39,156.66,,,,,,,,,,,,,,,,,,136.10
132959,31.54,,,,,,,,,,,,,,,,,,,,31.54
67771,32.10,,,,,,,,,,,,,,,,,,,,32.10
476198,59.76,50.00,62.48,27.69,33.80,34.60,26.22,25.78,31.93,29.56,,,,,,,,,,,38.18
477328,103.46,,,,,,,,,,,,,,,,,,,,103.46
99008,41.13,327.61,24.14,27.01,42.26,31.19,40.89,35.67,31.46,16.66,91.68,53.56,,,,,,,,,63.60
342532,25.83,157.48,15.34,16.36,,,,,,,,,,,,,,,,,53.75
136026,118.90,17.62,17.97,,,,,,,,,,,,,,,,,,51.50
348288,391.01,,,,,,,,,,,,,,,,,,,,391.01
112707,136.90,110.31,164.32,,,,,,,,,,,,,,,,,,137.18
14160,267.71,215.90,130.12,51.82,97.25,,,,,,,,,,,,,,,,152.56
426064,141.66,32.99,161.71,,,,,,,,,,,,,,,,,,112.12
943,87.56,92.23,,,,,,,,,,,,,,,,,,,89.90
497759,344.95,,,,,,,,,,,,,,,,,,,,344.95
193110,314.94,,,,,,,,,,,,,,,,,,,,314.94
441753,32.42,,,,,,,,,,,,,,,,,,,,32.42
518858,88.81,44.47,46.91,27.63,124.04,54.26,44.50,24.78,61.45,21.54,24.78,79.54,22.98,639.00,,,,,,,93.19
464593,500.00,,,,,,,,,,,,,,,,,,,,500.00
205955,253.61,136.53,122.69,,,,,,,,,,,,,,,,,,170.94
65831,441.04,,,,,,,,,,,,,,,,,,,,441.04
390963,219.33,198.66,127.57,81.61,15.04,27.01,13.08,72.66,,,,,,,,,,,,,94.37
124859,22.81,14.01,118.99,19.17,14.65,22.18,11.39,14.35,,,,,,,,,,,,,29.69
238448,76.33,70.13,113.54,,,,,,,,,,,,,,,,,,86.67
548215,443.25,99.98,,,,,,,,,,,,,,,,,,,271.62
80078,61.50,58.53,17.95,,,,,,,,,,,,,,,,,,45.99
296847,412.25,,,,,,,,,,,,,,,,,,,,412.25
410239,105.42,184.65,44.90,150.93,68.67,16.57,40.85,10.67,,,,,,,,,,,,,77.83
509292,19.32,12.54,9.59,15.53,12.75,8.96,3.03,4.28,,,,,,,,,,,,,10.75
569046,71.60,110.06,359.50,98.00,,,,,,,,,,,,,,,,,159.79
517313,84.14,23.23,20.25,26.67,30.42,31.98,11.50,20.43,26.47,23.23,29.13,,,,,,,,,,29.77
445074,151.01,,,,,,,,,,,,,,,,,,,,151.01
111235,25.69,34.69,23.99,6.63,12.51,11.92,5.81,8.01,7.02,7.44,6.28,9.15,15.78,44.00,,,,,,,15.64
80428,17.88,,,,,,,,,,,,,,,,,,,,17.88
117677,157.59,138.17,126.70,,,,,,,,,,,,,,,,,,140.82
484313,295.09,63.43,95.58,13.34,,,,,,,,,,,,,,,,,116.86
216987,194.16,,,,,,,,,,,,,,,,,,,,194.16
311179,30.12,46.26,34.32,15.42,65.65,21.86,9.96,21.38,18.77,,,,,,,,,,,,29.30
27389,163.99,,,,,,,,,,,,,,,,,,,,163.99
436974,52.27,,,,,,,,,,,,,,,,,,,,52.27
406074,219.23,200.92,,,,,,,,,,,,,,,,,,,210.07
398821,60.20,129.29,56.51,70.22,34.99,97.26,86.64,76.22,,,,,,,,,,,,,76.42
49022,359.91,,,,,,,,,,,,,,,,,,,,359.91
464650,221.12,42.87,,,,,,,,,,,,,,,,,,,132.00
129247,116.98,,,,,,,,,,,,,,,,,,,,116.98
527834,444.01,,,,,,,,,,,,,,,,,,,,444.01
508724,479.64,,,,,,,,,,,,,,,,,,,,479.64
282027,146.47,,,,,,,,,,,,,,,,,,,,146.47
95100,212.53,,,,,,,,,,,,,,,,,,,,212.53
579950,178.10,,,,,,,,,,,,,,,,,,,,178.10
341413,72.07,,,,,,,,,,,,,,,,,,,,72.07
59293,130.30,,,,,,,,,,,,,,,,,,,,130.30
357837,198.32,,,,,,,,,,,,,,,,,,,,198.32
351888,165.76,,,,,,,,,,,,,,,,,,,,165.76
454886,122.33,98.15,,,,,,,,,,,,,,,,,,,110.24
255610,19.74,21.51,6.60,5.94,5.38,7.92,5.94,6.29,9.00,4.99,4.92,5.43,,,,,,,,,8.64
195525,377.66,492.97,105.74,,,,,,,,,,,,,,,,,,325.46
49508,169.44,101.71,41.21,72.39,49.46,180.39,55.60,22.89,,,,,,,,,,,,,86.64
210683,125.51,32.64,,,,,,,,,,,,,,,,,,,79.08
320354,257.96,,,,,,,,,,,,,,,,,,,,257.96
125125,410.48,,,,,,,,,,,,,,,,,,,,410.48
48679,388.31,17.76,7.36,8.52,5.80,5.60,,,,,,,,,,,,,,,72.23
343165,559.82,34.07,,,,,,,,,,,,,,,,,,,296.95
580797,41.13,40.01,27.88,17.92,,,,,,,,,,,,,,,,,31.73
2896,214.95,150.91,324.32,27.39,83.60,,,,,,,,,,,,,,,,160.23
31734,369.79,397.46,,,,,,,,,,,,,,,,,,,383.62
461820,225.67,122.89,,,,,,,,,,,,,,,,,,,174.28
92799,365.87,,,,,,,,,,,,,,,,,,,,365.87
471783,91.36,,,,,,,,,,,,,,,,,,,,91.36
291506,20.10,17.33,13.87,13.42,9.68,,,,,,,,,,,,,,,,14.88
85110,123.22,221.69,33.66,160.86,133.85,,,,,,,,,,,,,,,,134.66
426088,536.43,,,,,,,,,,,,,,,,,,,,536.43
426996,77.43,55.52,54.71,6.46,16.67,45.50,60.84,,,,,,,,,,,,,,45.30
511670,70.47,,,,,,,,,,,,,,,,,,,,70.47
493952,39.44,18.51,,,,,,,,,,,,,,,,,,,28.98
265833,282.74,,,,,,,,,,,,,,,,,,,,282.74
16314,171.63,,,,,,,,,,,,,,,,,,,,171.63
262869,144.14,80.36,,,,,,,,,,,,,,,,,,,112.25
141702,131.46,157.59,,,,,,,,,,,,,,,,,,,144.53
129781,13.94,18.00,23.49,9.92,11.71,10.84,11.43,15.02,11.47,18.29,9.36,,,,,,,,,,13.95
50046,72.83,18.48,19.96,17.89,20.77,20.66,,,,,,,,,,,,,,,28.43
366247,10.35,13.62,14.19,14.26,3.92,26.03,23.23,6.20,14.99,,,,,,,,,,,,14.09
323389,251.05,224.61,,,,,,,,,,,,,,,,,,,237.83
18605,88.32,147.41,53.17,24.42,,,,,,,,,,,,,,,,,78.33
560431,223.67,57.70,38.25,20.54,61.04,8.62,,,,,,,,,,,,,,,68.30
354221,221.55,78.14,47.43,66.67,48.41,53.19,82.89,30.45,42.74,44.27,76.68,95.51,48.58,509.00,,,,,,,103.25
403258,158.08,140.17,42.14,81.06,51.75,,,,,,,,,,,,,,,,94.64
281970,220.05,,,,,,,,,,,,,,,,,,,,220.05
156534,184.45,152.99,,,,,,,,,,,,,,,,,,,168.72
431904,133.03,107.79,,,,,,,,,,,,,,,,,,,120.41
315961,26.51,,,,,,,,,,,,,,,,,,,,26.51
75747,34.02,180.56,30.97,42.95,47.46,43.43,19.37,,,,,,,,,,,,,,56.97
259652,74.65,,,,,,,,,,,,,,,,,,,,74.65
562067,267.09,,,,,,,,,,,,,,,,,,,,267.09
524790,30.48,34.21,16.35,13.80,17.06,12.51,,,,,,,,,,,,,,,20.73
283267,45.14,50.72,6.91,47.95,,,,,,,,,,,,,,,,,37.68
271280,187.20,85.53,133.38,,,,,,,,,,,,,,,,,,135.37
335110,252.56,,,,,,,,,,,,,,,,,,,,252.56
41854,263.40,,,,,,,,,,,,,,,,,,,,263.40
24086,274.24,193.97,,,,,,,,,,,,,,,,,,,234.11
379586,382.02,,,,,,,,,,,,,,,,,,,,382.02
334448,108.87,,,,,,,,,,,,,,,,,,,,108.87
36228,152.89,,,,,,,,,,,,,,,,,,,,152.89
444830,113.87,23.48,15.22,,,,,,,,,,,,,,,,,,50.86
499396,255.61,,,,,,,,,,,,,,,,,,,,255.61
452565,138.06,164.35,,,,,,,,,,,,,,,,,,,151.20
197951,110.64,149.08,,,,,,,,,,,,,,,,,,,129.86
381967,170.81,,,,,,,,,,,,,,,,,,,,170.81
539924,86.90,4.16,,,,,,,,,,,,,,,,,,,45.53
176335,112.26,87.37,20.76,13.01,18.11,14.98,20.25,18.04,28.84,26.55,,,,,,,,,,,36.02
42584,33.00,32.86,20.85,49.12,37.02,18.03,,,,,,,,,,,,,,,31.81
288421,230.63,,,,,,,,,,,,,,,,,,,,230.63
336077,112.64,23.40,19.67,11.50,11.26,13.38,22.02,30.97,138.15,31.99,29.32,23.71,102.29,638.00,,,,,,,86.31
50583,110.99,77.74,,,,,,,,,,,,,,,,,,,94.36
414733,97.19,61.59,,,,,,,,,,,,,,,,,,,79.39
450749,66.65,,,,,,,,,,,,,,,,,,,,66.65
532449,266.50,,,,,,,,,,,,,,,,,,,,266.50
29191,114.93,,,,,,,,,,,,,,,,,,,,114.93
309093,253.42,82.51,31.43,,,,,,,,,,,,,,,,,,122.45
430480,101.05,26.18,66.93,5.68,81.57,,,,,,,,,,,,,,,,56.28
134007,521.23,62.98,,,,,,,,,,,,,,,,,,,292.11
166865,20.83,10.34,6.25,3.41,15.41,3.34,3.97,4.37,,,,,,,,,,,,,8.49
190886,83.05,168.14,,,,,,,,,,,,,,,,,,,125.59
83755,120.27,,,,,,,,,,,,,,,,,,,,120.27
250401,159.56,,,,,,,,,,,,,,,,,,,,159.56
404766,360.73,,,,,,,,,,,,,,,,,,,,360.73
494531,347.39,,,,,,,,,,,,,,,,,,,,347.39
281952,356.51,46.32,,,,,,,,,,,,,,,,,,,201.41
398941,130.88,,,,,,,,,,,,,,,,,,,,130.88
309870,244.68,,,,,,,,,,,,,,,,,,,,244.68
562071,124.50,,,,,,,,,,,,,,,,,,,,124.50
141386,284.29,,,,,,,,,,,,,,,,,,,,284.29
91123,37.63,110.67,47.01,58.58,,,,,,,,,,,,,,,,,63.47
434767,105.54,,,,,,,,,,,,,,,,,,,,105.54
360846,94.58,7.43,7.92,2.30,,,,,,,,,,,,,,,,,28.06
361464,24.00,20.64,38.74,,,,,,,,,,,,,,,,,,27.79
386333,118.95,126.73,,,,,,,,,,,,,,,,,,,122.84
484163,222.00,115.16,,,,,,,,,,,,,,,,,,,168.58
277267,107.94,80.19,89.78,,,,,,,,,,,,,,,,,,92.64
87647,211.45,178.17,,,,,,,,,,,,,,,,,,,194.81
574829,401.71,,,,,,,,,,,,,,,,,,,,401.71
576803,207.28,,,,,,,,,,,,,,,,,,,,207.28
534417,32.83,21.89,14.16,,,,,,,,,,,,,,,,,,22.96
561849,112.14,,,,,,,,,,,,,,,,,,,,112.14
509538,333.44,,,,,,,,,,,,,,,,,,,,333.44
218539,257.44,,,,,,,,,,,,,,,,,,,,257.44
341617,83.53,78.81,195.14,,,,,,,,,,,,,,,,,,119.16
550338,270.99,,,,,,,,,,,,,,,,,,,,270.99
425036,316.10,,,,,,,,,,,,,,,,,,,,316.10
543608,35.85,83.38,18.83,8.82,30.06,21.92,17.61,18.34,15.61,32.94,8.65,,,,,,,,,,26.55
545209,146.49,,,,,,,,,,,,,,,,,,,,146.49
499135,135.91,46.59,18.41,16.81,,,,,,,,,,,,,,,,,54.43
183233,97.08,,,,,,,,,,,,,,,,,,,,97.08
59526,169.30,132.32,39.88,,,,,,,,,,,,,,,,,,113.83
99293,197.39,268.99,,,,,,,,,,,,,,,,,,,233.19
567161,128.26,145.86,83.89,,,,,,,,,,,,,,,,,,119.34
204505,35.47,24.73,26.29,27.02,18.17,,,,,,,,,,,,,,,,26.34
220033,169.61,,,,,,,,,,,,,,,,,,,,169.61
420051,187.33,56.31,69.00,,,,,,,,,,,,,,,,,,104.21
197069,46.71,81.35,42.92,27.36,51.29,,,,,,,,,,,,,,,,49.93
496339,263.16,,,,,,,,,,,,,,,,,,,,263.16
244241,442.52,33.03,48.96,,,,,,,,,,,,,,,,,,174.84
324310,39.03,81.84,48.94,48.09,51.84,34.81,35.90,,,,,,,,,,,,,,48.64
290676,271.27,51.28,60.84,114.45,17.69,,,,,,,,,,,,,,,,103.11
571334,400.72,,,,,,,,,,,,,,,,,,,,400.72
489385,217.17,,,,,,,,,,,,,,,,,,,,217.17
201114,68.96,,,,,,,,,,,,,,,,,,,,68.96
483080,636.87,,,,,,,,,,,,,,,,,,,,636.87
228209,301.98,,,,,,,,,,,,,,,,,,,,301.98
341546,173.27,98.16,168.32,121.26,48.54,,,,,,,,,,,,,,,,121.91
468825,136.58,69.25,,,,,,,,,,,,,,,,,,,102.92
454695,223.20,47.79,71.67,71.11,45.50,21.48,25.06,,,,,,,,,,,,,,72.26
334338,107.48,57.08,,,,,,,,,,,,,,,,,,,82.28
145262,66.52,,,,,,,,,,,,,,,,,,,,66.52
104752,235.39,139.15,,,,,,,,,,,,,,,,,,,187.27
571516,460.66,174.18,165.18,57.77,,,,,,,,,,,,,,,,,214.45
518948,166.05,128.64,187.97,,,,,,,,,,,,,,,,,,160.89
483451,372.50,,,,,,,,,,,,,,,,,,,,372.50
565243,377.95,205.80,,,,,,,,,,,,,,,,,,,291.88
145834,112.18,11.63,16.37,,,,,,,,,,,,,,,,,,46.73
521452,70.20,,,,,,,,,,,,,,,,,,,,70.20
56233,234.07,19.35,13.29,7.05,11.49,8.42,,,,,,,,,,,,,,,48.95
14801,107.69,,,,,,,,,,,,,,,,,,,,107.69
343834,130.71,99.82,149.57,276.73,,,,,,,,,,,,,,,,,164.21
103566,270.90,,,,,,,,,,,,,,,,,,,,270.90
218389,180.55,54.83,,,,,,,,,,,,,,,,,,,117.69
332958,342.29,,,,,,,,,,,,,,,,,,,,342.29
496763,106.17,62.14,224.17,13.74,73.50,68.17,,,,,,,,,,,,,,,91.31
34354,438.94,136.63,139.51,121.02,,,,,,,,,,,,,,,,,209.02
281431,194.16,,,,,,,,,,,,,,,,,,,,194.16
203876,316.55,,,,,,,,,,,,,,,,,,,,316.55
417607,32.90,32.33,40.49,5.99,6.94,,,,,,,,,,,,,,,,23.73
386542,37.01,,,,,,,,,,,,,,,,,,,,37.01
23450,180.29,60.23,,,,,,,,,,,,,,,,,,,120.26
456637,140.11,,,,,,,,,,,,,,,,,,,,140.11
353806,21.53,14.42,,,,,,,,,,,,,,,,,,,17.98
167348,192.96,80.55,59.05,,,,,,,,,,,,,,,,,,110.85
284901,100.52,70.55,82.87,56.01,27.87,56.10,85.39,50.06,207.10,20.23,56.43,56.58,152.05,638.00,,,,,,,118.55
440157,276.35,,,,,,,,,,,,,,,,,,,,276.35
200305,29.39,,,,,,,,,,,,,,,,,,,,29.39
467889,394.14,78.21,33.10,35.34,85.63,73.18,32.68,368.33,14.46,58.26,77.60,,,,,,,,,,113.72
56599,160.69,60.97,51.43,,,,,,,,,,,,,,,,,,91.03
499682,476.99,96.00,36.80,23.27,,,,,,,,,,,,,,,,,158.26
139275,584.62,,,,,,,,,,,,,,,,,,,,584.62
555311,299.47,,,,,,,,,,,,,,,,,,,,299.47
212530,140.23,22.78,14.11,,,,,,,,,,,,,,,,,,59.04
366030,122.49,43.94,,,,,,,,,,,,,,,,,,,83.22
204899,385.96,,,,,,,,,,,,,,,,,,,,385.96
359202,145.28,74.67,13.54,,,,,,,,,,,,,,,,,,77.83
380474,365.71,11.11,45.85,,,,,,,,,,,,,,,,,,140.89
482699,373.88,,,,,,,,,,,,,,,,,,,,373.88
230516,155.88,88.87,,,,,,,,,,,,,,,,,,,122.38
519438,388.67,,,,,,,,,,,,,,,,,,,,388.67
319045,46.18,37.53,54.82,36.72,11.77,16.07,14.17,19.31,12.68,12.54,6.80,44.77,,,,,,,,,26.11
191456,166.55,,,,,,,,,,,,,,,,,,,,166.55
556613,178.74,35.35,8.56,12.33,,,,,,,,,,,,,,,,,58.75
169579,149.57,155.66,33.73,,,,,,,,,,,,,,,,,,112.99
75133,73.98,76.48,,,,,,,,,,,,,,,,,,,75.23
267556,192.87,,,,,,,,,,,,,,,,,,,,192.87
566514,88.42,99.20,9.89,5.66,6.72,13.28,6.02,9.03,11.31,7.93,6.43,9.16,9.33,,,,,,,,21.72
474404,186.49,151.91,73.71,69.04,19.71,44.06,45.78,70.80,116.39,37.63,,,,,,,,,,,81.55
481821,293.26,,,,,,,,,,,,,,,,,,,,293.26
284835,79.82,136.87,120.90,,,,,,,,,,,,,,,,,,112.53
493742,156.54,,,,,,,,,,,,,,,,,,,,156.54
545108,209.52,,,,,,,,,,,,,,,,,,,,209.52
452814,84.01,,,,,,,,,,,,,,,,,,,,84.01
259960,393.49,,,,,,,,,,,,,,,,,,,,393.49
215428,165.42,143.93,150.74,58.04,,,,,,,,,,,,,,,,,129.53
71344,66.18,,,,,,,,,,,,,,,,,,,,66.18
103578,333.39,26.23,33.80,377.45,13.89,,,,,,,,,,,,,,,,156.95
338064,62.17,9.56,9.52,11.73,8.40,8.53,3.65,6.33,,,,,,,,,,,,,14.99
479094,20.23,20.28,3.89,4.16,9.43,6.56,5.87,4.44,3.88,3.70,9.51,3.13,3.93,562.00,,,,,,,47.21
305106,151.07,148.46,,,,,,,,,,,,,,,,,,,149.76
166275,50.52,34.99,,,,,,,,,,,,,,,,,,,42.76
460996,194.59,233.49,111.28,73.14,10.63,,,,,,,,,,,,,,,,124.63
249822,296.38,,,,,,,,,,,,,,,,,,,,296.38
324682,65.87,25.95,29.06,40.86,78.06,,,,,,,,,,,,,,,,47.96
414276,254.56,,,,,,,,,,,,,,,,,,,,254.56
188001,158.14,219.10,,,,,,,,,,,,,,,,,,,188.62
546518,471.95,,,,,,,,,,,,,,,,,,,,471.95
331998,289.23,28.88,57.04,,,,,,,,,,,,,,,,,,125.05
171997,45.88,17.87,17.13,18.55,17.43,16.95,19.69,29.33,,,,,,,,,,,,,22.85
315314,202.41,97.88,63.92,28.06,40.51,,,,,,,,,,,,,,,,86.56
494599,200.00,,,,,,,,,,,,,,,,,,,,200.00
406177,70.30,150.56,,,,,,,,,,,,,,,,,,,110.43
473771,320.36,,,,,,,,,,,,,,,,,,,,320.36
217531,97.08,89.52,39.79,42.24,35.50,55.31,48.45,43.72,46.33,42.58,38.07,74.82,637.00,,,,,,,,99.26
523243,309.22,,,,,,,,,,,,,,,,,,,,309.22
315411,365.71,,,,,,,,,,,,,,,,,,,,365.71
381458,351.64,175.10,,,,,,,,,,,,,,,,,,,263.37
575391,140.37,,,,,,,,,,,,,,,,,,,,140.37
295032,95.83,,,,,,,,,,,,,,,,,,,,95.83
179186,313.50,14.99,9.55,4.71,15.39,,,,,,,,,,,,,,,,71.63
88635,94.40,75.55,81.69,68.32,91.34,71.51,48.50,42.18,37.02,70.81,54.56,45.27,,,,,,,,,65.10
234811,118.93,,,,,,,,,,,,,,,,,,,,118.93
406772,176.52,90.16,,,,,,,,,,,,,,,,,,,133.34
338121,316.84,,,,,,,,,,,,,,,,,,,,316.84
118431,53.98,46.89,42.22,58.57,,,,,,,,,,,,,,,,,50.41
441772,401.34,92.72,67.19,551.11,192.71,85.51,182.02,,,,,,,,,,,,,,224.66
360112,386.37,,,,,,,,,,,,,,,,,,,,386.37
216029,24.54,,,,,,,,,,,,,,,,,,,,24.54
173925,149.44,169.35,11.93,71.32,,,,,,,,,,,,,,,,,100.51
250360,340.41,,,,,,,,,,,,,,,,,,,,340.41
369202,57.29,95.47,,,,,,,,,,,,,,,,,,,76.38
304023,206.65,20.97,,,,,,,,,,,,,,,,,,,113.81
413334,590.58,,,,,,,,,,,,,,,,,,,,590.58
303137,500.00,,,,,,,,,,,,,,,,,,,,500.00
425114,123.76,75.29,63.83,78.45,,,,,,,,,,,,,,,,,85.33
73180,426.00,,,,,,,,,,,,,,,,,,,,426.00
288099,69.66,39.74,52.66,70.11,36.67,12.55,9.23,9.41,7.47,14.83,30.27,11.79,,,,,,,,,30.37
218652,138.38,80.90,25.58,157.52,135.90,121.62,,,,,,,,,,,,,,,109.98
186777,23.48,21.63,23.33,,,,,,,,,,,,,,,,,,22.81
363136,463.82,246.98,,,,,,,,,,,,,,,,,,,355.40
342277,440.13,,,,,,,,,,,,,,,,,,,,440.13
419571,86.94,,,,,,,,,,,,,,,,,,,,86.94
380227,78.37,13.75,12.14,,,,,,,,,,,,,,,,,,34.75
101355,337.18,57.30,,,,,,,,,,,,,,,,,,,197.24
297954,34.87,9.62,8.58,12.46,11.51,13.51,4.73,29.22,,,,,,,,,,,,,15.56
528076,163.39,,,,,,,,,,,,,,,,,,,,163.39
278461,244.86,233.52,161.01,116.50,133.81,,,,,,,,,,,,,,,,177.94
530686,103.90,72.27,,,,,,,,,,,,,,,,,,,88.08
152459,59.40,59.66,,,,,,,,,,,,,,,,,,,59.53
211860,189.99,,,,,,,,,,,,,,,,,,,,189.99
177280,28.34,4.01,4.05,2.66,7.73,3.25,4.00,5.11,4.44,5.80,3.86,,,,,,,,,,6.66
458616,367.30,,,,,,,,,,,,,,,,,,,,367.30
208379,200.18,139.15,,,,,,,,,,,,,,,,,,,169.67
175336,145.17,220.61,264.55,192.13,35.95,43.45,116.92,,,,,,,,,,,,,,145.54
500638,116.86,139.46,106.49,74.78,,,,,,,,,,,,,,,,,109.40
347256,629.28,,,,,,,,,,,,,,,,,,,,629.28
365738,10.62,11.70,16.26,17.32,15.00,12.19,6.99,6.94,7.93,,,,,,,,,,,,11.66
5083,258.96,121.31,21.95,12.26,10.43,16.53,8.48,142.73,13.08,,,,,,,,,,,,67.30
280788,464.93,,,,,,,,,,,,,,,,,,,,464.93
314846,353.74,182.87,,,,,,,,,,,,,,,,,,,268.31
208880,471.73,223.36,96.25,,,,,,,,,,,,,,,,,,263.78
415776,161.68,65.41,103.55,,,,,,,,,,,,,,,,,,110.21
499309,25.42,28.64,19.85,18.38,,,,,,,,,,,,,,,,,23.07
398834,106.45,,,,,,,,,,,,,,,,,,,,106.45
451713,21.51,26.48,22.60,46.37,23.57,5.32,,,,,,,,,,,,,,,24.31
108144,110.81,135.30,135.30,49.48,80.67,,,,,,,,,,,,,,,,102.31
408954,226.52,129.73,80.36,300.59,,,,,,,,,,,,,,,,,184.30
489470,35.03,16.47,9.25,13.89,9.23,10.94,11.19,17.33,,,,,,,,,,,,,15.42
111385,163.49,15.07,6.35,7.21,,,,,,,,,,,,,,,,,48.03
17696,49.92,29.35,18.57,20.50,50.98,7.54,6.92,24.91,,,,,,,,,,,,,26.09
149774,199.74,,,,,,,,,,,,,,,,,,,,199.74
287038,198.83,,,,,,,,,,,,,,,,,,,,198.83
516487,378.84,103.78,,,,,,,,,,,,,,,,,,,241.31
41729,349.75,,,,,,,,,,,,,,,,,,,,349.75
154007,106.79,,,,,,,,,,,,,,,,,,,,106.79
74599,26.19,168.27,,,,,,,,,,,,,,,,,,,97.23
387048,181.93,25.22,,,,,,,,,,,,,,,,,,,103.58
2543,173.51,116.13,,,,,,,,,,,,,,,,,,,144.82
254797,74.01,8.82,12.67,11.33,26.02,6.93,7.17,4.18,22.84,18.88,,,,,,,,,,,19.29
143499,93.22,90.28,30.98,17.42,46.91,41.58,,,,,,,,,,,,,,,53.40
421086,422.21,212.02,,,,,,,,,,,,,,,,,,,317.12
276696,178.30,71.03,99.14,114.45,16.58,41.14,,,,,,,,,,,,,,,86.77
402040,466.94,65.12,,,,,,,,,,,,,,,,,,,266.03
238500,91.84,65.30,107.59,63.21,67.51,28.23,,,,,,,,,,,,,,,70.61
168147,230.11,341.52,,,,,,,,,,,,,,,,,,,285.81
246417,206.03,196.37,,,,,,,,,,,,,,,,,,,201.20
131580,175.86,,,,,,,,,,,,,,,,,,,,175.86
370273,68.03,,,,,,,,,,,,,,,,,,,,68.03
238255,159.40,43.80,,,,,,,,,,,,,,,,,,,101.60
218956,172.20,,,,,,,,,,,,,,,,,,,,172.20
220850,154.66,236.93,69.48,89.17,221.03,,,,,,,,,,,,,,,,154.25
28858,30.07,5.90,5.31,,,,,,,,,,,,,,,,,,13.76
216357,85.04,103.23,27.46,,,,,,,,,,,,,,,,,,71.91
300280,363.41,,,,,,,,,,,,,,,,,,,,363.41
486714,237.42,,,,,,,,,,,,,,,,,,,,237.42
521649,51.28,34.69,,,,,,,,,,,,,,,,,,,42.98
145845,512.29,134.42,,,,,,,,,,,,,,,,,,,323.35
202067,249.08,169.13,,,,,,,,,,,,,,,,,,,209.10
360929,17.25,6.59,4.75,11.04,7.01,10.76,5.50,13.90,,,,,,,,,,,,,9.60
65880,64.17,39.92,30.41,21.84,29.36,20.67,24.58,20.56,13.11,17.23,13.62,17.25,23.66,639.00,,,,,,,69.67
268940,149.69,11.63,,,,,,,,,,,,,,,,,,,80.66
246755,252.40,118.47,164.72,134.33,74.78,95.86,,,,,,,,,,,,,,,140.09
571158,182.85,,,,,,,,,,,,,,,,,,,,182.85
467858,186.20,158.81,,,,,,,,,,,,,,,,,,,172.50
265158,107.11,89.35,149.09,,,,,,,,,,,,,,,,,,115.18
154008,132.86,,,,,,,,,,,,,,,,,,,,132.86
442467,118.12,116.26,152.22,159.18,,,,,,,,,,,,,,,,,136.44
89369,228.88,54.68,,,,,,,,,,,,,,,,,,,141.78
575273,174.43,,,,,,,,,,,,,,,,,,,,174.43
237044,208.10,,,,,,,,,,,,,,,,,,,,208.10
239757,276.59,,,,,,,,,,,,,,,,,,,,276.59
148099,9.72,13.81,3.37,8.68,12.51,,,,,,,,,,,,,,,,9.62
195394,116.79,9.23,,,,,,,,,,,,,,,,,,,63.01
39629,217.17,224.36,,,,,,,,,,,,,,,,,,,220.76
285194,270.63,73.21,77.63,42.12,74.82,103.32,29.21,83.58,44.90,32.36,,,,,,,,,,,83.18
279108,77.54,256.22,128.57,282.72,135.08,,,,,,,,,,,,,,,,176.03
319902,140.89,97.11,167.10,150.00,221.66,144.55,,,,,,,,,,,,,,,153.55
511729,134.47,183.37,111.10,245.61,,,,,,,,,,,,,,,,,168.64
358100,16.73,14.05,11.57,29.54,9.73,16.04,13.73,12.89,22.62,15.73,12.50,,,,,,,,,,15.92
160694,222.20,,,,,,,,,,,,,,,,,,,,222.20
413719,195.29,,,,,,,,,,,,,,,,,,,,195.29
439801,169.71,,,,,,,,,,,,,,,,,,,,169.71
280484,60.17,12.21,13.83,,,,,,,,,,,,,,,,,,28.74
60567,375.00,,,,,,,,,,,,,,,,,,,,375.00
457274,64.33,148.02,137.39,60.72,55.52,68.60,36.49,,,,,,,,,,,,,,81.58
165820,268.11,,,,,,,,,,,,,,,,,,,,268.11
342030,10.91,11.48,17.39,17.90,15.87,18.70,11.77,3.43,,,,,,,,,,,,,13.43
271696,76.01,70.79,19.81,23.52,17.32,19.22,108.04,,,,,,,,,,,,,,47.82
93851,209.98,,,,,,,,,,,,,,,,,,,,209.98
388928,8.67,36.82,22.49,12.24,,,,,,,,,,,,,,,,,20.05
512217,74.83,51.96,,,,,,,,,,,,,,,,,,,63.39
546686,131.76,,,,,,,,,,,,,,,,,,,,131.76
403225,86.12,,,,,,,,,,,,,,,,,,,,86.12
467384,253.89,57.32,45.10,42.31,,,,,,,,,,,,,,,,,99.66
461019,307.08,230.63,,,,,,,,,,,,,,,,,,,268.86
283573,220.82,62.45,24.44,103.19,,,,,,,,,,,,,,,,,102.72
70788,183.19,,,,,,,,,,,,,,,,,,,,183.19
352360,638.58,,,,,,,,,,,,,,,,,,,,638.58
9960,144.89,100.98,164.90,,,,,,,,,,,,,,,,,,136.92
471669,10.00,8.35,5.47,9.38,7.05,5.80,3.49,3.44,4.47,5.48,3.65,,,,,,,,,,6.05
